launch_id,launch_time_utc,Location,Status Mission,label_prelim,Datum,latitude,longitude
1716,1992-01-22 14:52:00+00:00,"LC-39A, Kennedy Space Center, Florida, USA",Success,OK,"Wed Jan 22, 1992 14:52 UTC",28.572872,-80.64898
1717,1991-12-28 12:00:00+00:00,"LC-3, Xichang Satellite Launch Center, China",Partial Failure,Atrasado,"Sat Dec 28, 1991 12:00 UTC",28.246,102.026
1718,,"Site 175/58, Baikonur Cosmodrome, Kazakhstan",Success,OK,"Fri Dec 20, 1991",45.9647,63.305
1719,1991-12-18 03:54:00+00:00,"Site 32/2, Plesetsk Cosmodrome, Russia",Success,OK,"Wed Dec 18, 1991 03:54 UTC",62.9256,40.577
1720,1991-12-16 22:19:00+00:00,"ELA-2, Guiana Space Centre, French Guiana, France",Success,OK,"Mon Dec 16, 1991 22:19 UTC",,
1721,1991-12-07 22:47:00+00:00,"SLC-36B, Cape Canaveral AFS, Florida, USA",Success,OK,"Sat Dec 07, 1991 22:47 UTC",28.396837,-80.605659
1722,1991-11-28 13:23:00+00:00,"SLC-3W, Vandenberg AFB, California, USA",Success,OK,"Thu Nov 28, 1991 13:23 UTC",34.742027,-120.572433
1723,1991-11-27 03:30:00+00:00,"Site 133/3, Plesetsk Cosmodrome, Russia",Success,OK,"Wed Nov 27, 1991 03:30 UTC",62.9256,40.577
1724,1991-11-24 23:44:00+00:00,"LC-39A, Kennedy Space Center, Florida, USA",Success,OK,"Sun Nov 24, 1991 23:44 UTC",28.572872,-80.64898
1725,1991-11-12 20:09:00+00:00,"Site 32/1, Plesetsk Cosmodrome, Russia",Success,OK,"Tue Nov 12, 1991 20:09 UTC",62.9256,40.577
1726,1991-11-08 07:07:00+00:00,"SLC-4E, Vandenberg AFB, California, USA",Success,OK,"Fri Nov 08, 1991 07:07 UTC",34.742027,-120.572433
1727,1991-10-29 23:08:00+00:00,"ELA-2, Guiana Space Centre, French Guiana, France",Success,OK,"Tue Oct 29, 1991 23:08 UTC",,
1728,1991-10-10 14:00:00+00:00,"Site 132/1, Plesetsk Cosmodrome, Russia",Success,OK,"Thu Oct 10, 1991 14:00 UTC",62.9256,40.577
1729,1991-09-28 07:05:00+00:00,"Site 32/2, Plesetsk Cosmodrome, Russia",Success,OK,"Sat Sep 28, 1991 07:05 UTC",62.9256,40.577
1730,1991-09-26 23:43:00+00:00,"ELA-2, Guiana Space Centre, French Guiana, France",Success,OK,"Thu Sep 26, 1991 23:43 UTC",,
1731,1991-09-17 20:01:00+00:00,"Site 43/4, Plesetsk Cosmodrome, Russia",Success,OK,"Tue Sep 17, 1991 20:01 UTC",62.9256,40.577
1732,1991-09-12 23:11:00+00:00,"LC-39A, Kennedy Space Center, Florida, USA",Success,OK,"Thu Sep 12, 1991 23:11 UTC",28.572872,-80.64898
1733,1991-08-30 08:58:00+00:00,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",Failure,Atrasado,"Fri Aug 30, 1991 08:58 UTC",45.9647,63.305
1734,1991-08-30 02:30:00+00:00,"Mu Pad, Uchinoura Space Center, Japan",Success,OK,"Fri Aug 30, 1991 02:30 UTC",,
1735,1991-08-29 06:48:00+00:00,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Success,OK,"Thu Aug 29, 1991 06:48 UTC",45.9647,63.305
1736,1991-08-25 08:40:00+00:00,"LA-Y1, Tanegashima Space Center, Japan",Success,OK,"Sun Aug 25, 1991 08:40 UTC",30.401,130.976
1737,1991-08-25 08:40:00+00:00,"SLC-N, Tanegashima Space Center, Japan",Success,OK,"Sun Aug 25, 1991 08:40 UTC",30.401,130.976
1738,1991-08-22 12:35:00+00:00,"Site 132/1, Plesetsk Cosmodrome, Russia",Success,OK,"Thu Aug 22, 1991 12:35 UTC",62.9256,40.577
1739,1991-08-15 09:14:00+00:00,"Site 32/2, Plesetsk Cosmodrome, Russia",Success,OK,"Thu Aug 15, 1991 09:14 UTC",62.9256,40.577
1740,1991-08-14 23:15:00+00:00,"ELA-2, Guiana Space Centre, French Guiana, France",Success,OK,"Wed Aug 14, 1991 23:15 UTC",,
1741,1991-08-02 15:02:00+00:00,"LC-39A, Kennedy Space Center, Florida, USA",Success,OK,"Fri Aug 02, 1991 15:02 UTC",28.572872,-80.64898
1742,1991-08-01 11:53:00+00:00,"Site 43/4, Plesetsk Cosmodrome, Russia",Success,OK,"Thu Aug 01, 1991 11:53 UTC",62.9256,40.577
1743,1991-07-21 17:33:00+00:00,"NB-52B Carrier, Edwards AFB, California, USA",Partial Failure,Atrasado,"Sun Jul 21, 1991 17:33 UTC",,
1744,1991-07-17 01:46:00+00:00,"ELA-2, Guiana Space Centre, French Guiana, France",Success,OK,"Wed Jul 17, 1991 01:46 UTC",,
1745,1991-07-04 02:32:00+00:00,"SLC-17A, Cape Canaveral AFS, Florida, USA",Success,OK,"Thu Jul 04, 1991 02:32 UTC",28.396837,-80.605659
1746,1991-06-25 13:20:00+00:00,"Site 132/1, Plesetsk Cosmodrome, Russia",Failure,Atrasado,"Tue Jun 25, 1991 13:20 UTC",62.9256,40.577
1747,1991-06-18 09:09:00+00:00,"Site 43/4, Plesetsk Cosmodrome, Russia",Success,OK,"Tue Jun 18, 1991 09:09 UTC",62.9256,40.577
1748,1991-06-13 15:41:00+00:00,"Site 32/2, Plesetsk Cosmodrome, Russia",Success,OK,"Thu Jun 13, 1991 15:41 UTC",62.9256,40.577
1749,1991-06-11 05:42:00+00:00,"Site 133/3, Plesetsk Cosmodrome, Russia",Success,OK,"Tue Jun 11, 1991 05:42 UTC",62.9256,40.577
1750,1991-06-05 13:24:00+00:00,"LC-39B, Kennedy Space Center, Florida, USA",Success,OK,"Wed Jun 05, 1991 13:24 UTC",28.572872,-80.64898
1751,1991-06-04 09:00:00+00:00,"Site 32/2, Plesetsk Cosmodrome, Russia",Success,OK,"Tue Jun 04, 1991 09:00 UTC",62.9256,40.577
1752,1991-05-29 22:55:00+00:00,"SLC-17B, Cape Canaveral AFS, Florida, USA",Success,OK,"Wed May 29, 1991 22:55 UTC",28.396837,-80.605659
1753,1991-05-16 21:40:00+00:00,"Site 32/2, Plesetsk Cosmodrome, Russia",Success,OK,"Thu May 16, 1991 21:40 UTC",62.9256,40.577
1754,1991-05-14 15:52:00+00:00,"SLC-3W, Vandenberg AFB, California, USA",Success,OK,"Tue May 14, 1991 15:52 UTC",34.742027,-120.572433
1755,1991-04-28 11:33:00+00:00,"LC-39A, Kennedy Space Center, Florida, USA",Success,OK,"Sun Apr 28, 1991 11:33 UTC",28.572872,-80.64898
1756,1991-04-24 01:36:00+00:00,"Site 32/2, Plesetsk Cosmodrome, Russia",Success,OK,"Wed Apr 24, 1991 01:36 UTC",62.9256,40.577
1757,1991-04-18 23:30:00+00:00,"SLC-36B, Cape Canaveral AFS, Florida, USA",Failure,Atrasado,"Thu Apr 18, 1991 23:30 UTC",28.396837,-80.605659
1758,1991-04-16 07:21:00+00:00,"Site 132/1, Plesetsk Cosmodrome, Russia",Success,OK,"Tue Apr 16, 1991 07:21 UTC",62.9256,40.577
1759,1991-04-13 00:09:00+00:00,"SLC-17B, Cape Canaveral AFS, Florida, USA",Success,OK,"Sat Apr 13, 1991 00:09 UTC",28.396837,-80.605659
1760,1991-04-05 14:22:00+00:00,"LC-39B, Kennedy Space Center, Florida, USA",Success,OK,"Fri Apr 05, 1991 14:22 UTC",28.572872,-80.64898
1761,1991-04-04 23:33:00+00:00,"ELA-2, Guiana Space Centre, French Guiana, France",Success,OK,"Thu Apr 04, 1991 23:33 UTC",,
1762,1991-03-22 12:19:00+00:00,"Site 43/3, Plesetsk Cosmodrome, Russia",Success,OK,"Fri Mar 22, 1991 12:19 UTC",62.9256,40.577
1763,1991-03-19 14:30:00+00:00,"Site 132/1, Plesetsk Cosmodrome, Russia",Success,OK,"Tue Mar 19, 1991 14:30 UTC",62.9256,40.577
1764,1991-03-12 19:29:00+00:00,"Site 133/3, Plesetsk Cosmodrome, Russia",Success,OK,"Tue Mar 12, 1991 19:29 UTC",62.9256,40.577
1765,1991-03-08 23:03:00+00:00,"SLC-17B, Cape Canaveral AFS, Florida, USA",Success,OK,"Fri Mar 08, 1991 23:03 UTC",28.396837,-80.605659
1766,1991-03-08 12:03:00+00:00,"SLC-4E, Vandenberg AFB, California, USA",Success,OK,"Fri Mar 08, 1991 12:03 UTC",34.742027,-120.572433
1767,1991-03-02 23:36:00+00:00,"ELA-2, Guiana Space Centre, French Guiana, France",Success,OK,"Sat Mar 02, 1991 23:36 UTC",,
1768,1991-02-26 04:53:00+00:00,"Site 133/3, Plesetsk Cosmodrome, Russia",Success,OK,"Tue Feb 26, 1991 04:53 UTC",62.9256,40.577
1769,1991-02-15 15:19:00+00:00,"Site 43/3, Plesetsk Cosmodrome, Russia",Success,OK,"Fri Feb 15, 1991 15:19 UTC",62.9256,40.577
1770,1991-02-12 02:44:00+00:00,"Site 133/3, Plesetsk Cosmodrome, Russia",Success,OK,"Tue Feb 12, 1991 02:44 UTC",62.9256,40.577
1771,1991-02-05 02:36:00+00:00,"Site 133/3, Plesetsk Cosmodrome, Russia",Success,OK,"Tue Feb 05, 1991 02:36 UTC",62.9256,40.577
1772,,"Site 133/3, Plesetsk Cosmodrome, Russia",Success,OK,"Tue Jan 29, 1991",62.9256,40.577
1773,1991-01-18 11:34:00+00:00,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",Success,OK,"Fri Jan 18, 1991 11:34 UTC",45.9647,63.305
1774,1991-01-15 23:10:00+00:00,"ELA-2, Guiana Space Centre, French Guiana, France",Success,OK,"Tue Jan 15, 1991 23:10 UTC",,
1775,1991-01-08 00:53:00+00:00,"SLC-17B, Cape Canaveral AFS, Florida, USA",Success,OK,"Tue Jan 08, 1991 00:53 UTC",28.396837,-80.605659
1776,1990-12-22 07:28:00+00:00,"Site 32/2, Plesetsk Cosmodrome, Russia",Success,OK,"Sat Dec 22, 1990 07:28 UTC",62.9256,40.577
1777,1990-12-10 07:54:00+00:00,"Site 133/3, Plesetsk Cosmodrome, Russia",Success,OK,"Mon Dec 10, 1990 07:54 UTC",62.9256,40.577
1778,1990-12-04 00:48:00+00:00,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",Success,OK,"Tue Dec 04, 1990 00:48 UTC",45.9647,63.305
1779,1990-12-02 06:49:00+00:00,"LC-39B, Kennedy Space Center, Florida, USA",Success,OK,"Sun Dec 02, 1990 06:49 UTC",28.572872,-80.64898
1780,1990-12-01 15:57:00+00:00,"SLC-3W, Vandenberg AFB, California, USA",Success,OK,"Sat Dec 01, 1990 15:57 UTC",34.742027,-120.572433
1781,,"Site 32/2, Plesetsk Cosmodrome, Russia",Success,OK,"Wed Nov 28, 1990",62.9256,40.577
1782,1990-11-26 21:39:00+00:00,"SLC-17A, Cape Canaveral AFS, Florida, USA",Success,OK,"Mon Nov 26, 1990 21:39 UTC",28.396837,-80.605659
1783,1990-11-23 03:51:00+00:00,"Site 43/3, Plesetsk Cosmodrome, Russia",Success,OK,"Fri Nov 23, 1990 03:51 UTC",62.9256,40.577
1784,,"Site 131/29, Baikonur Cosmodrome, Kazakhstan",Success,OK,"Tue Nov 20, 1990",45.9647,63.305
1785,1990-11-20 23:11:00+00:00,"ELA-2, Guiana Space Centre, French Guiana, France",Success,OK,"Tue Nov 20, 1990 23:11 UTC",,
1786,1990-11-20 02:33:00+00:00,"Site 16/2, Plesetsk Cosmodrome, Russia",Success,OK,"Tue Nov 20, 1990 02:33 UTC",62.9256,40.577
1787,1990-11-15 23:48:00+00:00,"LC-39A, Kennedy Space Center, Florida, USA",Success,OK,"Thu Nov 15, 1990 23:48 UTC",28.572872,-80.64898
1788,1990-11-14 06:33:00+00:00,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",Success,OK,"Wed Nov 14, 1990 06:33 UTC",45.9647,63.305
1789,1990-11-13 00:37:00+00:00,"SLC-41, Cape Canaveral AFS, Florida, USA",Success,OK,"Tue Nov 13, 1990 00:37 UTC",28.396837,-80.605659
1790,1990-10-30 23:16:00+00:00,"SLC-17B, Cape Canaveral AFS, Florida, USA",Success,OK,"Tue Oct 30, 1990 23:16 UTC",28.396837,-80.605659
1791,1990-10-18 05:39:00+00:00,"SLC-17B, Cape Canaveral AFS, Florida, USA",Success,OK,"Thu Oct 18, 1990 05:39 UTC",28.396837,-80.605659
1792,1990-10-12 22:58:00+00:00,"ELA-2, Guiana Space Centre, French Guiana, France",Success,OK,"Fri Oct 12, 1990 22:58 UTC",,
1793,1990-10-06 11:47:00+00:00,"LC-39B, Kennedy Space Center, Florida, USA",Success,OK,"Sat Oct 06, 1990 11:47 UTC",28.572872,-80.64898
1794,1990-10-05 06:14:00+00:00,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China",Success,OK,"Fri Oct 05, 1990 06:14 UTC",40.96,100.298
1795,1990-10-04 04:27:00+00:00,"Site 45/2, Baikonur Cosmodrome, Kazakhstan",Failure,Atrasado,"Thu Oct 04, 1990 04:27 UTC",45.9647,63.305
1796,1990-10-02 05:39:00+00:00,"SLC-17A, Cape Canaveral AFS, Florida, USA",Success,OK,"Tue Oct 02, 1990 05:39 UTC",28.396837,-80.605659
1797,1990-09-28 07:30:00+00:00,"Site 32/1, Plesetsk Cosmodrome, Russia",Success,OK,"Fri Sep 28, 1990 07:30 UTC",62.9256,40.577
1798,1990-09-20 20:16:00+00:00,"Site 43/4, Plesetsk Cosmodrome, Russia",Success,OK,"Thu Sep 20, 1990 20:16 UTC",62.9256,40.577
1799,1990-09-14 05:59:00+00:00,"Site 133/3, Plesetsk Cosmodrome, Russia",Success,OK,"Fri Sep 14, 1990 05:59 UTC",62.9256,40.577
1800,1990-09-03 00:53:00+00:00,"Taiyuan Satellite Launch Center, China",Success,OK,"Mon Sep 03, 1990 00:53 UTC",38.849,111.608
1801,1990-08-30 22:46:00+00:00,"ELA-2, Guiana Space Centre, French Guiana, France",Success,OK,"Thu Aug 30, 1990 22:46 UTC",,
1802,1990-08-28 15:45:00+00:00,"Site 133/3, Plesetsk Cosmodrome, Russia",Success,OK,"Tue Aug 28, 1990 15:45 UTC",62.9256,40.577
1803,1990-08-28 09:05:00+00:00,"LA-Y1, Tanegashima Space Center, Japan",Success,OK,"Tue Aug 28, 1990 09:05 UTC",30.401,130.976
1804,1990-08-28 09:05:00+00:00,"SLC-N, Tanegashima Space Center, Japan",Success,OK,"Tue Aug 28, 1990 09:05 UTC",30.401,130.976
1805,1990-08-28 07:46:00+00:00,"Site 43/4, Plesetsk Cosmodrome, Russia",Success,OK,"Tue Aug 28, 1990 07:46 UTC",62.9256,40.577
1806,1990-08-23 16:17:00+00:00,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",Success,OK,"Thu Aug 23, 1990 16:17 UTC",45.9647,63.305
1807,1990-08-10 20:18:00+00:00,"Site 43/4, Plesetsk Cosmodrome, Russia",Success,OK,"Fri Aug 10, 1990 20:18 UTC",62.9256,40.577
1808,1990-08-08 14:15:00+00:00,"Site 32/2, Plesetsk Cosmodrome, Russia",Success,OK,"Wed Aug 08, 1990 14:15 UTC",62.9256,40.577
1809,1990-07-30 00:06:00+00:00,"Site 32/1, Plesetsk Cosmodrome, Russia",Success,OK,"Mon Jul 30, 1990 00:06 UTC",62.9256,40.577
1810,1990-07-25 19:21:00+00:00,"SLC-36B, Cape Canaveral AFS, Florida, USA",Success,OK,"Wed Jul 25, 1990 19:21 UTC",28.396837,-80.605659
1811,1990-07-25 18:13:00+00:00,"Site 16/2, Plesetsk Cosmodrome, Russia",Success,OK,"Wed Jul 25, 1990 18:13 UTC",62.9256,40.577
1812,1990-07-24 22:25:00+00:00,"ELA-2, Guiana Space Centre, French Guiana, France",Success,OK,"Tue Jul 24, 1990 22:25 UTC",,
1813,1990-07-16 00:40:00+00:00,"LC-2, Xichang Satellite Launch Center, China",Success,OK,"Mon Jul 16, 1990 00:40 UTC",28.246,102.026
1814,1990-06-25 22:29:00+00:00,"Site 32/1, Plesetsk Cosmodrome, Russia",Success,OK,"Mon Jun 25, 1990 22:29 UTC",62.9256,40.577
1815,1990-06-23 11:19:00+00:00,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,OK,"Sat Jun 23, 1990 11:19 UTC",28.396837,-80.605659
1816,1990-06-21 20:45:00+00:00,"Site 43/3, Plesetsk Cosmodrome, Russia",Partial Failure,Atrasado,"Thu Jun 21, 1990 20:45 UTC",62.9256,40.577
1817,1990-06-13 01:07:00+00:00,"Site 43/3, Plesetsk Cosmodrome, Russia",Success,OK,"Wed Jun 13, 1990 01:07 UTC",62.9256,40.577
1818,1990-06-12 05:52:00+00:00,"SLC-17B, Cape Canaveral AFS, Florida, USA",Success,OK,"Tue Jun 12, 1990 05:52 UTC",28.396837,-80.605659
1819,1990-06-08 05:22:00+00:00,"SLC-41, Cape Canaveral AFS, Florida, USA",Success,OK,"Fri Jun 08, 1990 05:22 UTC",28.396837,-80.605659
1820,1990-06-01 21:48:00+00:00,"SLC-17A, Cape Canaveral AFS, Florida, USA",Success,OK,"Fri Jun 01, 1990 21:48 UTC",28.396837,-80.605659
1821,1990-05-22 05:14:00+00:00,"Site 45/2, Baikonur Cosmodrome, Kazakhstan",Success,OK,"Tue May 22, 1990 05:14 UTC",45.9647,63.305
1822,1990-04-28 11:37:00+00:00,"Site 16/2, Plesetsk Cosmodrome, Russia",Success,OK,"Sat Apr 28, 1990 11:37 UTC",62.9256,40.577
1823,1990-04-26 01:37:00+00:00,"Site 43/4, Plesetsk Cosmodrome, Russia",Success,OK,"Thu Apr 26, 1990 01:37 UTC",62.9256,40.577
1824,1990-04-25 13:00:00+00:00,"Site 132/2, Plesetsk Cosmodrome, Russia",Success,OK,"Wed Apr 25, 1990 13:00 UTC",62.9256,40.577
1825,1990-04-24 12:33:00+00:00,"LC-39B, Kennedy Space Center, Florida, USA",Success,OK,"Tue Apr 24, 1990 12:33 UTC",28.572872,-80.64898
1826,1990-04-20 18:41:00+00:00,"Site 133/3, Plesetsk Cosmodrome, Russia",Success,OK,"Fri Apr 20, 1990 18:41 UTC",62.9256,40.577
1827,1990-04-13 22:28:00+00:00,"SLC-17B, Cape Canaveral AFS, Florida, USA",Success,OK,"Fri Apr 13, 1990 22:28 UTC",28.396837,-80.605659
1828,1990-04-11 15:00:00+00:00,"SLC-3W, Vandenberg AFB, California, USA",Success,OK,"Wed Apr 11, 1990 15:00 UTC",34.742027,-120.572433
1829,1990-04-07 13:30:00+00:00,"LC-3, Xichang Satellite Launch Center, China",Success,OK,"Sat Apr 07, 1990 13:30 UTC",28.246,102.026
1830,1990-04-06 03:12:00+00:00,"Site 133/3, Plesetsk Cosmodrome, Russia",Success,OK,"Fri Apr 06, 1990 03:12 UTC",62.9256,40.577
1831,1990-04-05 19:10:00+00:00,"NB-52B Carrier, Edwards AFB, California, USA",Success,OK,"Thu Apr 05, 1990 19:10 UTC",,
1832,,"Pad 1, Palmachim Airbase, Israel",Success,OK,"Tue Apr 03, 1990",31.887,34.692
1833,1990-03-27 16:40:00+00:00,"Site 43/3, Plesetsk Cosmodrome, Russia",Success,OK,"Tue Mar 27, 1990 16:40 UTC",62.9256,40.577
1834,1990-03-26 02:45:00+00:00,"SLC-17A, Cape Canaveral AFS, Florida, USA",Success,OK,"Mon Mar 26, 1990 02:45 UTC",28.396837,-80.605659
1835,1990-03-20 00:25:00+00:00,"Site 133/3, Plesetsk Cosmodrome, Russia",Success,OK,"Tue Mar 20, 1990 00:25 UTC",62.9256,40.577
1836,1990-03-14 15:27:00+00:00,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",Success,OK,"Wed Mar 14, 1990 15:27 UTC",45.9647,63.305
1837,1990-03-14 11:52:00+00:00,"SLC-40, Cape Canaveral AFS, Florida, USA",Failure,Atrasado,"Wed Mar 14, 1990 11:52 UTC",28.396837,-80.605659
1838,1990-02-28 07:50:00+00:00,"LC-39A, Kennedy Space Center, Florida, USA",Success,OK,"Wed Feb 28, 1990 07:50 UTC",28.572872,-80.64898
1839,1990-02-28 00:55:00+00:00,"Site 32/2, Plesetsk Cosmodrome, Russia",Success,OK,"Wed Feb 28, 1990 00:55 UTC",62.9256,40.577
1840,1990-02-27 20:59:00+00:00,"Site 132/2, Plesetsk Cosmodrome, Russia",Success,OK,"Tue Feb 27, 1990 20:59 UTC",62.9256,40.577
1841,1990-02-22 23:17:00+00:00,"ELA-2, Guiana Space Centre, French Guiana, France",Failure,Atrasado,"Thu Feb 22, 1990 23:17 UTC",,
1842,1990-02-14 16:15:00+00:00,"SLC-17B, Cape Canaveral AFS, Florida, USA",Success,OK,"Wed Feb 14, 1990 16:15 UTC",28.396837,-80.605659
1843,1990-02-07 01:33:00+00:00,"LA-Y1, Tanegashima Space Center, Japan",Success,OK,"Wed Feb 07, 1990 01:33 UTC",30.401,130.976
1844,1990-02-07 01:33:00+00:00,"SLC-N, Tanegashima Space Center, Japan",Success,OK,"Wed Feb 07, 1990 01:33 UTC",30.401,130.976
1845,,"Site 132/2, Plesetsk Cosmodrome, Russia",Success,OK,"Tue Feb 06, 1990",62.9256,40.577
1846,1990-02-04 12:28:00+00:00,"LC-3, Xichang Satellite Launch Center, China",Success,OK,"Sun Feb 04, 1990 12:28 UTC",28.246,102.026
1847,1990-01-30 21:56:00+00:00,"SLC-17A, Cape Canaveral AFS, Florida, USA",Success,OK,"Tue Jan 30, 1990 21:56 UTC",28.396837,-80.605659
1848,1990-01-30 11:20:00+00:00,"Site 32/1, Plesetsk Cosmodrome, Russia",Success,OK,"Tue Jan 30, 1990 11:20 UTC",62.9256,40.577
1849,1990-01-24 22:55:00+00:00,"SLC-17A, Cape Canaveral AFS, Florida, USA",Success,OK,"Wed Jan 24, 1990 22:55 UTC",28.396837,-80.605659
1850,1990-01-24 11:46:00+00:00,"Mu Pad, Uchinoura Space Center, Japan",Success,OK,"Wed Jan 24, 1990 11:46 UTC",,
1851,1990-01-23 02:51:00+00:00,"Site 43/4, Plesetsk Cosmodrome, Russia",Success,OK,"Tue Jan 23, 1990 02:51 UTC",62.9256,40.577
1852,1990-01-22 01:35:00+00:00,"ELA-2, Guiana Space Centre, French Guiana, France",Success,OK,"Mon Jan 22, 1990 01:35 UTC",,
1853,1990-01-18 12:52:00+00:00,"Site 133/3, Plesetsk Cosmodrome, Russia",Success,OK,"Thu Jan 18, 1990 12:52 UTC",62.9256,40.577
1854,1990-01-09 12:35:00+00:00,"LC-39A, Kennedy Space Center, Florida, USA",Success,OK,"Tue Jan 09, 1990 12:35 UTC",28.572872,-80.64898
1855,1990-01-01 00:07:00+00:00,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,OK,"Mon Jan 01, 1990 00:07 UTC",28.396837,-80.605659
1856,,"Site 32/2, Plesetsk Cosmodrome, Russia",Success,OK,"Wed Dec 27, 1989",62.9256,40.577
1857,1989-12-11 18:10:00+00:00,"SLC-17B, Cape Canaveral AFS, Florida, USA",Success,OK,"Mon Dec 11, 1989 18:10 UTC",28.396837,-80.605659
1858,1989-11-28 10:01:00+00:00,"Site 43/3, Plesetsk Cosmodrome, Russia",Success,OK,"Tue Nov 28, 1989 10:01 UTC",62.9256,40.577
1859,1989-11-24 23:22:00+00:00,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",Success,OK,"Fri Nov 24, 1989 23:22 UTC",45.9647,63.305
1860,1989-11-23 20:35:00+00:00,"Site 16/2, Plesetsk Cosmodrome, Russia",Success,OK,"Thu Nov 23, 1989 20:35 UTC",62.9256,40.577
1861,1989-11-23 00:23:00+00:00,"LC-39B, Kennedy Space Center, Florida, USA",Success,OK,"Thu Nov 23, 1989 00:23 UTC",28.572872,-80.64898
1862,1989-10-27 23:05:00+00:00,"ELA-2, Guiana Space Centre, French Guiana, France",Success,OK,"Fri Oct 27, 1989 23:05 UTC",,
1863,1989-10-24 21:35:00+00:00,"Site 32/1, Plesetsk Cosmodrome, Russia",Success,OK,"Tue Oct 24, 1989 21:35 UTC",62.9256,40.577
1864,1989-10-18 16:53:00+00:00,"LC-39B, Kennedy Space Center, Florida, USA",Success,OK,"Wed Oct 18, 1989 16:53 UTC",28.572872,-80.64898
1865,1989-09-28 00:04:00+00:00,"Site 32/2, Plesetsk Cosmodrome, Russia",Success,OK,"Thu Sep 28, 1989 00:04 UTC",62.9256,40.577
1866,1989-09-27 16:20:00+00:00,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",Success,OK,"Wed Sep 27, 1989 16:20 UTC",45.9647,63.305
1867,1989-09-27 14:38:00+00:00,"Site 43/4, Plesetsk Cosmodrome, Russia",Success,OK,"Wed Sep 27, 1989 14:38 UTC",62.9256,40.577
1868,1989-09-25 08:56:00+00:00,"SLC-36B, Cape Canaveral AFS, Florida, USA",Success,OK,"Mon Sep 25, 1989 08:56 UTC",28.396837,-80.605659
1869,1989-09-14 09:49:00+00:00,"Site 32/1, Plesetsk Cosmodrome, Russia",Success,OK,"Thu Sep 14, 1989 09:49 UTC",62.9256,40.577
1870,1989-09-06 01:48:00+00:00,"SLC-4W, Vandenberg AFB, California, USA",Success,OK,"Wed Sep 06, 1989 01:48 UTC",34.742027,-120.572433
1871,1989-09-05 19:11:00+00:00,"LA-Y1, Tanegashima Space Center, Japan",Success,OK,"Tue Sep 05, 1989 19:11 UTC",30.401,130.976
1872,1989-09-04 05:54:00+00:00,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,OK,"Mon Sep 04, 1989 05:54 UTC",28.396837,-80.605659
1873,1989-08-28 00:14:00+00:00,"Site 32/2, Plesetsk Cosmodrome, Russia",Success,OK,"Mon Aug 28, 1989 00:14 UTC",62.9256,40.577
1874,1989-08-27 22:59:00+00:00,"SLC-17B, Cape Canaveral AFS, Florida, USA",Success,OK,"Sun Aug 27, 1989 22:59 UTC",28.396837,-80.605659
1875,1989-08-18 05:58:00+00:00,"SLC-17A, Cape Canaveral AFS, Florida, USA",Success,OK,"Fri Aug 18, 1989 05:58 UTC",28.396837,-80.605659
1876,1989-08-08 23:25:00+00:00,"ELA-2, Guiana Space Centre, French Guiana, France",Success,OK,"Tue Aug 08, 1989 23:25 UTC",,
1877,1989-08-08 12:37:00+00:00,"LC-39B, Kennedy Space Center, Florida, USA",Success,OK,"Tue Aug 08, 1989 12:37 UTC",28.572872,-80.64898
1878,1989-07-25 07:48:00+00:00,"Site 133/3, Plesetsk Cosmodrome, Russia",Success,OK,"Tue Jul 25, 1989 07:48 UTC",62.9256,40.577
1879,1989-07-24 00:00:00+00:00,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",Success,OK,"Mon Jul 24, 1989 00:00 UTC",45.9647,63.305
1880,1989-07-12 00:14:00+00:00,"ELA-1, Guiana Space Centre, French Guiana, France",Success,OK,"Wed Jul 12, 1989 00:14 UTC",,
1881,1989-07-04 15:21:00+00:00,"Site 133/3, Plesetsk Cosmodrome, Russia",Success,OK,"Tue Jul 04, 1989 15:21 UTC",62.9256,40.577
1882,1989-06-14 13:18:00+00:00,"SLC-41, Cape Canaveral AFS, Florida, USA",Success,OK,"Wed Jun 14, 1989 13:18 UTC",28.396837,-80.605659
1883,1989-06-14 12:30:00+00:00,"Site 133/3, Plesetsk Cosmodrome, Russia",Success,OK,"Wed Jun 14, 1989 12:30 UTC",62.9256,40.577
1884,1989-06-10 22:30:00+00:00,"SLC-17A, Cape Canaveral AFS, Florida, USA",Success,OK,"Sat Jun 10, 1989 22:30 UTC",28.396837,-80.605659
1885,1989-06-09 10:10:00+00:00,"Site 32/2, Plesetsk Cosmodrome, Russia",Failure,Atrasado,"Fri Jun 09, 1989 10:10 UTC",62.9256,40.577
1886,1989-06-08 17:09:00+00:00,"Site 43/3, Plesetsk Cosmodrome, Russia",Success,OK,"Thu Jun 08, 1989 17:09 UTC",62.9256,40.577
