launch_id,launch_time_utc,Location,Status Mission,label_prelim,Datum,latitude,longitude
491,2015-09-02 10:18:00+00:00,"SLC-41, Cape Canaveral AFS, Florida, USA",Success,OK,"Wed Sep 02, 2015 10:18 UTC",28.396837,-80.605659
492,2015-08-27 11:22:00+00:00,"Second Launch Pad, Satish Dhawan Space Centre, India",Success,OK,"Thu Aug 27, 2015 11:22 UTC",,
493,2015-08-20 20:34:00+00:00,"ELA-3, Guiana Space Centre, French Guiana, France",Success,OK,"Thu Aug 20, 2015 20:34 UTC",,
494,2015-08-19 11:50:00+00:00,"LA-Y2, Tanegashima Space Center, Japan",Success,OK,"Wed Aug 19, 2015 11:50 UTC",30.401,130.976
495,2015-07-24 00:07:00+00:00,"SLC-37B, Cape Canaveral AFS, Florida, USA",Success,OK,"Fri Jul 24, 2015 00:07 UTC",28.396837,-80.605659
496,2015-07-15 21:42:00+00:00,"ELA-3, Guiana Space Centre, French Guiana, France",Success,OK,"Wed Jul 15, 2015 21:42 UTC",,
497,2015-07-15 15:36:00+00:00,"SLC-41, Cape Canaveral AFS, Florida, USA",Success,OK,"Wed Jul 15, 2015 15:36 UTC",28.396837,-80.605659
498,2015-07-10 16:28:00+00:00,"First Launch Pad, Satish Dhawan Space Centre, India",Success,OK,"Fri Jul 10, 2015 16:28 UTC",,
499,2015-06-28 14:21:00+00:00,"SLC-40, Cape Canaveral AFS, Florida, USA",Failure,Atrasado,"Sun Jun 28, 2015 14:21 UTC",28.396837,-80.605659
500,2015-06-23 01:51:00+00:00,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",Success,OK,"Tue Jun 23, 2015 01:51 UTC",,
501,2015-05-27 21:16:00+00:00,"ELA-3, Guiana Space Centre, French Guiana, France",Success,OK,"Wed May 27, 2015 21:16 UTC",,
502,2015-05-20 15:05:00+00:00,"SLC-41, Cape Canaveral AFS, Florida, USA",Success,OK,"Wed May 20, 2015 15:05 UTC",28.396837,-80.605659
503,,"Blue Origin Launch Site, West Texas, Texas, USA",Success,OK,"Wed Apr 29, 2015",,
504,2015-04-27 23:03:00+00:00,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,OK,"Mon Apr 27, 2015 23:03 UTC",28.396837,-80.605659
505,2015-04-26 20:00:00+00:00,"ELA-3, Guiana Space Centre, French Guiana, France",Success,OK,"Sun Apr 26, 2015 20:00 UTC",,
506,2015-04-15 20:10:00+00:00,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,OK,"Wed Apr 15, 2015 20:10 UTC",28.396837,-80.605659
507,2015-03-31 13:47:00+00:00,"Site 133/3, Plesetsk Cosmodrome, Russia",Success,OK,"Tue Mar 31, 2015 13:47 UTC",62.9256,40.577
508,2015-03-28 11:49:00+00:00,"Second Launch Pad, Satish Dhawan Space Centre, India",Success,OK,"Sat Mar 28, 2015 11:49 UTC",,
509,2015-03-27 21:46:00+00:00,"ELS, Guiana Space Centre, French Guiana, France",Success,OK,"Fri Mar 27, 2015 21:46 UTC",,
510,2015-03-26 01:21:00+00:00,"LA-Y1, Tanegashima Space Center, Japan",Success,OK,"Thu Mar 26, 2015 01:21 UTC",30.401,130.976
511,2015-03-25 22:08:00+00:00,"Site 370/13, Yasny Cosmodrome, Russia",Success,OK,"Wed Mar 25, 2015 22:08 UTC",,
512,2015-03-25 18:36:00+00:00,"SLC-37B, Cape Canaveral AFS, Florida, USA",Success,OK,"Wed Mar 25, 2015 18:36 UTC",28.396837,-80.605659
513,2015-03-13 02:44:00+00:00,"SLC-41, Cape Canaveral AFS, Florida, USA",Success,OK,"Fri Mar 13, 2015 02:44 UTC",28.396837,-80.605659
514,2015-03-02 03:50:00+00:00,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,OK,"Mon Mar 02, 2015 03:50 UTC",28.396837,-80.605659
515,,"Imam Khomeini Spaceport, Semnan Space Center, Iran",Failure,Atrasado,"Tue Feb 17, 2015",,
516,2015-02-11 23:03:00+00:00,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,OK,"Wed Feb 11, 2015 23:03 UTC",28.396837,-80.605659
517,2015-02-11 13:40:00+00:00,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",Success,OK,"Wed Feb 11, 2015 13:40 UTC",,
518,,"Imam Khomeini Spaceport, Semnan Space Center, Iran",Success,OK,"Mon Feb 02, 2015",,
519,2015-02-01 01:21:00+00:00,"LA-Y1, Tanegashima Space Center, Japan",Success,OK,"Sun Feb 01, 2015 01:21 UTC",30.401,130.976
520,2015-01-31 14:22:00+00:00,"SLC-2W, Vandenberg AFB, California, USA",Success,OK,"Sat Jan 31, 2015 14:22 UTC",34.742027,-120.572433
521,2015-01-21 01:04:00+00:00,"SLC-41, Cape Canaveral AFS, Florida, USA",Success,OK,"Wed Jan 21, 2015 01:04 UTC",28.396837,-80.605659
522,2015-01-10 09:47:00+00:00,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,OK,"Sat Jan 10, 2015 09:47 UTC",28.396837,-80.605659
523,2014-12-23 05:57:00+00:00,"Site 35/1, Plesetsk Cosmodrome, Russia",Success,OK,"Tue Dec 23, 2014 05:57 UTC",62.9256,40.577
524,2014-12-19 04:43:00+00:00,"Site 175/59, Baikonur Cosmodrome, Kazakhstan",Success,OK,"Fri Dec 19, 2014 04:43 UTC",45.9647,63.305
525,2014-12-18 18:37:00+00:00,"ELS, Guiana Space Centre, French Guiana, France",Success,OK,"Thu Dec 18, 2014 18:37 UTC",,
526,2014-12-18 04:00:00+00:00,"Second Launch Pad, Satish Dhawan Space Centre, India",Success,OK,"Thu Dec 18, 2014 04:00 UTC",,
527,2014-12-13 03:19:00+00:00,"SLC-3E, Vandenberg AFB, California, USA",Success,OK,"Sat Dec 13, 2014 03:19 UTC",34.742027,-120.572433
528,2014-12-06 20:40:00+00:00,"ELA-3, Guiana Space Centre, French Guiana, France",Success,OK,"Sat Dec 06, 2014 20:40 UTC",,
529,2014-12-05 12:05:00+00:00,"SLC-37B, Cape Canaveral AFS, Florida, USA",Success,OK,"Fri Dec 05, 2014 12:05 UTC",28.396837,-80.605659
530,2014-12-03 04:22:00+00:00,"LA-Y1, Tanegashima Space Center, Japan",Success,OK,"Wed Dec 03, 2014 04:22 UTC",30.401,130.976
531,2014-11-21 06:37:00+00:00,"Site 95, Jiuquan Satellite Launch Center, China",Success,OK,"Fri Nov 21, 2014 06:37 UTC",40.96,100.298
532,2014-11-06 07:35:00+00:00,"Site 370/13, Yasny Cosmodrome, Russia",Success,OK,"Thu Nov 06, 2014 07:35 UTC",,
533,2014-10-29 17:21:00+00:00,"SLC-41, Cape Canaveral AFS, Florida, USA",Success,OK,"Wed Oct 29, 2014 17:21 UTC",28.396837,-80.605659
534,2014-10-28 22:22:00+00:00,"LP-0A, Wallops Flight Facility, Virginia, USA",Failure,Atrasado,"Tue Oct 28, 2014 22:22 UTC",37.8337,-75.4881
535,2014-10-16 21:43:00+00:00,"ELA-3, Guiana Space Centre, French Guiana, France",Success,OK,"Thu Oct 16, 2014 21:43 UTC",,
536,2014-10-16 20:02:00+00:00,"First Launch Pad, Satish Dhawan Space Centre, India",Success,OK,"Thu Oct 16, 2014 20:02 UTC",,
537,2014-10-07 05:16:00+00:00,"LA-Y1, Tanegashima Space Center, Japan",Success,OK,"Tue Oct 07, 2014 05:16 UTC",30.401,130.976
538,2014-09-21 05:52:00+00:00,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,OK,"Sun Sep 21, 2014 05:52 UTC",28.396837,-80.605659
539,2014-09-17 00:10:00+00:00,"SLC-41, Cape Canaveral AFS, Florida, USA",Success,OK,"Wed Sep 17, 2014 00:10 UTC",28.396837,-80.605659
540,2014-09-11 22:05:00+00:00,"ELA-3, Guiana Space Centre, French Guiana, France",Success,OK,"Thu Sep 11, 2014 22:05 UTC",,
541,2014-09-07 05:00:00+00:00,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,OK,"Sun Sep 07, 2014 05:00 UTC",28.396837,-80.605659
542,2014-08-22 12:27:00+00:00,"ELS, Guiana Space Centre, French Guiana, France",Partial Failure,Atrasado,"Fri Aug 22, 2014 12:27 UTC",,
543,2014-08-13 18:30:00+00:00,"SLC-3E, Vandenberg AFB, California, USA",Success,OK,"Wed Aug 13, 2014 18:30 UTC",34.742027,-120.572433
544,2014-08-05 08:00:00+00:00,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,OK,"Tue Aug 05, 2014 08:00 UTC",28.396837,-80.605659
545,2014-08-02 03:23:00+00:00,"SLC-41, Cape Canaveral AFS, Florida, USA",Success,OK,"Sat Aug 02, 2014 03:23 UTC",28.396837,-80.605659
546,2014-07-29 23:47:00+00:00,"ELA-3, Guiana Space Centre, French Guiana, France",Success,OK,"Tue Jul 29, 2014 23:47 UTC",,
547,2014-07-28 23:28:00+00:00,"SLC-37B, Cape Canaveral AFS, Florida, USA",Success,OK,"Mon Jul 28, 2014 23:28 UTC",28.396837,-80.605659
548,2014-07-14 15:15:00+00:00,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,OK,"Mon Jul 14, 2014 15:15 UTC",28.396837,-80.605659
549,2014-07-13 16:52:00+00:00,"LP-0A, Wallops Flight Facility, Virginia, USA",Success,OK,"Sun Jul 13, 2014 16:52 UTC",37.8337,-75.4881
550,2014-07-10 18:55:00+00:00,"ELS, Guiana Space Centre, French Guiana, France",Success,OK,"Thu Jul 10, 2014 18:55 UTC",,
551,2014-07-09 12:00:00+00:00,"Site 35/1, Plesetsk Cosmodrome, Russia",Success,OK,"Wed Jul 09, 2014 12:00 UTC",62.9256,40.577
552,2014-07-03 12:43:00+00:00,"Site 133/3, Plesetsk Cosmodrome, Russia",Success,OK,"Thu Jul 03, 2014 12:43 UTC",62.9256,40.577
553,2014-07-02 09:56:00+00:00,"SLC-2W, Vandenberg AFB, California, USA",Success,OK,"Wed Jul 02, 2014 09:56 UTC",34.742027,-120.572433
554,2014-06-30 04:22:00+00:00,"First Launch Pad, Satish Dhawan Space Centre, India",Success,OK,"Mon Jun 30, 2014 04:22 UTC",,
555,2014-06-19 19:11:00+00:00,"Site 370/13, Yasny Cosmodrome, Russia",Success,OK,"Thu Jun 19, 2014 19:11 UTC",,
556,2014-05-24 21:09:00+00:00,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",Success,OK,"Sat May 24, 2014 21:09 UTC",,
557,2014-05-24 03:05:00+00:00,"LA-Y1, Tanegashima Space Center, Japan",Success,OK,"Sat May 24, 2014 03:05 UTC",30.401,130.976
558,2014-05-23 05:27:00+00:00,"Site 133/3, Plesetsk Cosmodrome, Russia",Success,OK,"Fri May 23, 2014 05:27 UTC",62.9256,40.577
559,2014-05-22 13:09:00+00:00,"SLC-41, Cape Canaveral AFS, Florida, USA",Success,OK,"Thu May 22, 2014 13:09 UTC",28.396837,-80.605659
560,2014-05-17 00:03:00+00:00,"SLC-37B, Cape Canaveral AFS, Florida, USA",Success,OK,"Sat May 17, 2014 00:03 UTC",28.396837,-80.605659
561,2014-04-30 01:35:00+00:00,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",Success,OK,"Wed Apr 30, 2014 01:35 UTC",,
562,2014-04-18 19:25:00+00:00,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,OK,"Fri Apr 18, 2014 19:25 UTC",28.396837,-80.605659
563,2014-04-10 17:45:00+00:00,"SLC-41, Cape Canaveral AFS, Florida, USA",Success,OK,"Thu Apr 10, 2014 17:45 UTC",28.396837,-80.605659
564,,"Pad 1, Palmachim Airbase, Israel",Success,OK,"Wed Apr 09, 2014",31.887,34.692
565,2014-04-04 11:44:00+00:00,"First Launch Pad, Satish Dhawan Space Centre, India",Success,OK,"Fri Apr 04, 2014 11:44 UTC",,
566,2014-04-03 21:02:00+00:00,"ELS, Guiana Space Centre, French Guiana, France",Success,OK,"Thu Apr 03, 2014 21:02 UTC",,
567,2014-04-03 14:46:00+00:00,"SLC-3E, Vandenberg AFB, California, USA",Success,OK,"Thu Apr 03, 2014 14:46 UTC",34.742027,-120.572433
568,2014-03-22 22:04:00+00:00,"ELA-3, Guiana Space Centre, French Guiana, France",Success,OK,"Sat Mar 22, 2014 22:04 UTC",,
569,2014-02-27 18:37:00+00:00,"LA-Y1, Tanegashima Space Center, Japan",Success,OK,"Thu Feb 27, 2014 18:37 UTC",30.401,130.976
570,2014-02-21 01:59:00+00:00,"SLC-37B, Cape Canaveral AFS, Florida, USA",Success,OK,"Fri Feb 21, 2014 01:59 UTC",28.396837,-80.605659
571,2014-02-06 21:30:00+00:00,"ELA-3, Guiana Space Centre, French Guiana, France",Success,OK,"Thu Feb 06, 2014 21:30 UTC",,
572,2014-01-24 02:33:00+00:00,"SLC-41, Cape Canaveral AFS, Florida, USA",Success,OK,"Fri Jan 24, 2014 02:33 UTC",28.396837,-80.605659
573,2014-01-09 18:07:00+00:00,"LP-0A, Wallops Flight Facility, Virginia, USA",Success,OK,"Thu Jan 09, 2014 18:07 UTC",37.8337,-75.4881
574,2014-01-06 22:06:00+00:00,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,OK,"Mon Jan 06, 2014 22:06 UTC",28.396837,-80.605659
575,2014-01-05 10:48:00+00:00,"Second Launch Pad, Satish Dhawan Space Centre, India",Success,OK,"Sun Jan 05, 2014 10:48 UTC",,
576,2013-12-28 12:30:00+00:00,"Site 43/4, Plesetsk Cosmodrome, Russia",Success,OK,"Sat Dec 28, 2013 12:30 UTC",62.9256,40.577
577,2013-12-25 00:31:00+00:00,"Site 133/3, Plesetsk Cosmodrome, Russia",Success,OK,"Wed Dec 25, 2013 00:31 UTC",62.9256,40.577
578,2013-12-19 09:12:00+00:00,"ELS, Guiana Space Centre, French Guiana, France",Success,OK,"Thu Dec 19, 2013 09:12 UTC",,
579,2013-12-06 07:14:00+00:00,"SLC-3E, Vandenberg AFB, California, USA",Success,OK,"Fri Dec 06, 2013 07:14 UTC",34.742027,-120.572433
580,2013-12-03 22:41:00+00:00,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,OK,"Tue Dec 03, 2013 22:41 UTC",28.396837,-80.605659
581,2013-11-22 12:02:00+00:00,"Site 133/3, Plesetsk Cosmodrome, Russia",Success,OK,"Fri Nov 22, 2013 12:02 UTC",62.9256,40.577
582,2013-11-21 07:10:00+00:00,"Site 370/13, Yasny Cosmodrome, Russia",Success,OK,"Thu Nov 21, 2013 07:10 UTC",,
583,2013-11-20 01:15:00+00:00,"LP-0B, Wallops Flight Facility, Virginia, USA",Success,OK,"Wed Nov 20, 2013 01:15 UTC",37.8337,-75.4881
584,2013-11-18 18:28:00+00:00,"SLC-41, Cape Canaveral AFS, Florida, USA",Success,OK,"Mon Nov 18, 2013 18:28 UTC",28.396837,-80.605659
585,2013-11-05 09:08:00+00:00,"First Launch Pad, Satish Dhawan Space Centre, India",Success,OK,"Tue Nov 05, 2013 09:08 UTC",,
586,2013-09-29 16:00:00+00:00,"SLC-4E, Vandenberg AFB, California, USA",Success,OK,"Sun Sep 29, 2013 16:00 UTC",34.742027,-120.572433
587,2013-09-25 04:37:00+00:00,"Jiuquan Satellite Launch Center, China",Success,OK,"Wed Sep 25, 2013 04:37 UTC",40.96,100.298
588,2013-09-18 08:10:00+00:00,"SLC-41, Cape Canaveral AFS, Florida, USA",Success,OK,"Wed Sep 18, 2013 08:10 UTC",28.396837,-80.605659
589,2013-09-14 05:00:00+00:00,"Mu Pad, Uchinoura Space Center, Japan",Success,OK,"Sat Sep 14, 2013 05:00 UTC",,
590,2013-09-13 14:58:00+00:00,"LP-0A, Wallops Flight Facility, Virginia, USA",Success,OK,"Fri Sep 13, 2013 14:58 UTC",37.8337,-75.4881
591,2013-09-11 23:23:00+00:00,"Site 133/3, Plesetsk Cosmodrome, Russia",Success,OK,"Wed Sep 11, 2013 23:23 UTC",62.9256,40.577
592,2013-09-07 03:27:00+00:00,"LP-0B, Wallops Flight Facility, Virginia, USA",Success,OK,"Sat Sep 07, 2013 03:27 UTC",37.8337,-75.4881
593,2013-08-31 20:05:00+00:00,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",Success,OK,"Sat Aug 31, 2013 20:05 UTC",45.9647,63.305
594,2013-08-29 20:30:00+00:00,"ELA-3, Guiana Space Centre, French Guiana, France",Success,OK,"Thu Aug 29, 2013 20:30 UTC",,
595,2013-08-28 18:03:00+00:00,"SLC-6, Vandenberg AFB, California, USA",Success,OK,"Wed Aug 28, 2013 18:03 UTC",34.742027,-120.572433
596,2013-08-22 14:39:00+00:00,"Site 370/13, Yasny Cosmodrome, Russia",Success,OK,"Thu Aug 22, 2013 14:39 UTC",,
597,2013-08-08 00:29:00+00:00,"SLC-37B, Cape Canaveral AFS, Florida, USA",Success,OK,"Thu Aug 08, 2013 00:29 UTC",28.396837,-80.605659
598,2013-08-03 19:48:00+00:00,"LA-Y2, Tanegashima Space Center, Japan",Success,OK,"Sat Aug 03, 2013 19:48 UTC",30.401,130.976
599,2013-07-25 19:54:00+00:00,"ELA-3, Guiana Space Centre, French Guiana, France",Success,OK,"Thu Jul 25, 2013 19:54 UTC",,
600,2013-07-19 13:00:00+00:00,"SLC-41, Cape Canaveral AFS, Florida, USA",Success,OK,"Fri Jul 19, 2013 13:00 UTC",28.396837,-80.605659
601,2013-07-02 02:38:00+00:00,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",Failure,Atrasado,"Tue Jul 02, 2013 02:38 UTC",45.9647,63.305
602,2013-07-01 18:11:00+00:00,"First Launch Pad, Satish Dhawan Space Centre, India",Success,OK,"Mon Jul 01, 2013 18:11 UTC",,
603,2013-06-28 02:27:00+00:00,"Stargazer, Vandenberg AFB, California, USA",Success,OK,"Fri Jun 28, 2013 02:27 UTC",34.742027,-120.572433
604,2013-06-27 16:53:00+00:00,"Site 175/59, Baikonur Cosmodrome, Kazakhstan",Success,OK,"Thu Jun 27, 2013 16:53 UTC",45.9647,63.305
605,2013-06-25 19:27:00+00:00,"ELS, Guiana Space Centre, French Guiana, France",Success,OK,"Tue Jun 25, 2013 19:27 UTC",,
606,2013-06-11 09:38:00+00:00,"Site 901 (SLS-1), Jiuquan Satellite Launch Center, China",Success,OK,"Tue Jun 11, 2013 09:38 UTC",40.96,100.298
607,2013-06-05 21:52:00+00:00,"ELA-3, Guiana Space Centre, French Guiana, France",Success,OK,"Wed Jun 05, 2013 21:52 UTC",,
608,2013-05-25 00:27:00+00:00,"SLC-37B, Cape Canaveral AFS, Florida, USA",Success,OK,"Sat May 25, 2013 00:27 UTC",28.396837,-80.605659
609,2013-05-15 21:38:00+00:00,"SLC-41, Cape Canaveral AFS, Florida, USA",Success,OK,"Wed May 15, 2013 21:38 UTC",28.396837,-80.605659
610,2013-05-07 02:06:00+00:00,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",Success,OK,"Tue May 07, 2013 02:06 UTC",,
611,2013-04-21 21:00:00+00:00,"LP-0A, Wallops Flight Facility, Virginia, USA",Success,OK,"Sun Apr 21, 2013 21:00 UTC",37.8337,-75.4881
612,2013-03-19 21:21:00+00:00,"SLC-41, Cape Canaveral AFS, Florida, USA",Success,OK,"Tue Mar 19, 2013 21:21 UTC",28.396837,-80.605659
613,2013-03-01 15:10:00+00:00,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,OK,"Fri Mar 01, 2013 15:10 UTC",28.396837,-80.605659
614,2013-02-25 12:31:00+00:00,"First Launch Pad, Satish Dhawan Space Centre, India",Success,OK,"Mon Feb 25, 2013 12:31 UTC",,
615,2013-02-11 18:02:00+00:00,"SLC-3E, Vandenberg AFB, California, USA",Success,OK,"Mon Feb 11, 2013 18:02 UTC",34.742027,-120.572433
616,2013-02-07 21:36:00+00:00,"ELA-3, Guiana Space Centre, French Guiana, France",Success,OK,"Thu Feb 07, 2013 21:36 UTC",,
617,2013-02-01 06:55:00+00:00,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",Failure,Atrasado,"Fri Feb 01, 2013 06:55 UTC",,
618,2013-01-31 01:48:00+00:00,"SLC-41, Cape Canaveral AFS, Florida, USA",Success,OK,"Thu Jan 31, 2013 01:48 UTC",28.396837,-80.605659
619,2013-01-30 07:00:00+00:00,"LC-1, Naro Space Center, South Korea",Success,OK,"Wed Jan 30, 2013 07:00 UTC",,
620,2013-01-27 04:40:00+00:00,"LA-Y1, Tanegashima Space Center, Japan",Success,OK,"Sun Jan 27, 2013 04:40 UTC",30.401,130.976
621,2013-01-15 16:24:00+00:00,"Site 133/3, Plesetsk Cosmodrome, Russia",Partial Failure,Atrasado,"Tue Jan 15, 2013 16:24 UTC",62.9256,40.577
622,2012-12-19 21:49:00+00:00,"ELA-3, Guiana Space Centre, French Guiana, France",Success,OK,"Wed Dec 19, 2012 21:49 UTC",,
623,2012-12-12 00:49:00+00:00,"Pad 1, Sohae Satellite Launching Station, North Korea",Success,OK,"Wed Dec 12, 2012 00:49 UTC",,
624,2012-12-11 18:03:00+00:00,"SLC-41, Cape Canaveral AFS, Florida, USA",Success,OK,"Tue Dec 11, 2012 18:03 UTC",28.396837,-80.605659
625,2012-12-03 20:43:00+00:00,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",Success,OK,"Mon Dec 03, 2012 20:43 UTC",,
626,2012-12-02 02:02:00+00:00,"ELS, Guiana Space Centre, French Guiana, France",Success,OK,"Sun Dec 02, 2012 02:02 UTC",,
627,2012-11-10 21:05:00+00:00,"ELA-3, Guiana Space Centre, French Guiana, France",Success,OK,"Sat Nov 10, 2012 21:05 UTC",,
628,2012-10-12 15:15:00+00:00,"ELS, Guiana Space Centre, French Guiana, France",Success,OK,"Fri Oct 12, 2012 15:15 UTC",,
629,2012-10-08 00:35:00+00:00,"SLC-40, Cape Canaveral AFS, Florida, USA",Partial Failure,Atrasado,"Mon Oct 08, 2012 00:35 UTC",28.396837,-80.605659
630,2012-10-04 12:10:00+00:00,"SLC-37B, Cape Canaveral AFS, Florida, USA",Success,OK,"Thu Oct 04, 2012 12:10 UTC",28.396837,-80.605659
631,2012-09-28 21:18:00+00:00,"ELA-3, Guiana Space Centre, French Guiana, France",Success,OK,"Fri Sep 28, 2012 21:18 UTC",,
632,,"Imam Khomeini Spaceport, Semnan Space Center, Iran",Failure,Atrasado,"Sat Sep 22, 2012",,
633,2012-09-13 21:39:00+00:00,"SLC-3E, Vandenberg AFB, California, USA",Success,OK,"Thu Sep 13, 2012 21:39 UTC",34.742027,-120.572433
634,2012-09-09 04:23:00+00:00,"First Launch Pad, Satish Dhawan Space Centre, India",Success,OK,"Sun Sep 09, 2012 04:23 UTC",,
635,2012-08-30 08:05:00+00:00,"SLC-41, Cape Canaveral AFS, Florida, USA",Success,OK,"Thu Aug 30, 2012 08:05 UTC",28.396837,-80.605659
636,2012-08-19 06:54:00+00:00,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",Success,OK,"Sun Aug 19, 2012 06:54 UTC",,
637,2012-08-02 20:54:00+00:00,"ELA-3, Guiana Space Centre, French Guiana, France",Success,OK,"Thu Aug 02, 2012 20:54 UTC",,
638,2012-07-28 01:35:00+00:00,"Site 133/3, Plesetsk Cosmodrome, Russia",Success,OK,"Sat Jul 28, 2012 01:35 UTC",62.9256,40.577
639,2012-07-21 02:06:00+00:00,"LA-Y2, Tanegashima Space Center, Japan",Success,OK,"Sat Jul 21, 2012 02:06 UTC",30.401,130.976
640,2012-07-05 21:36:00+00:00,"ELA-3, Guiana Space Centre, French Guiana, France",Success,OK,"Thu Jul 05, 2012 21:36 UTC",,
641,2012-06-29 13:15:00+00:00,"SLC-37B, Cape Canaveral AFS, Florida, USA",Success,OK,"Fri Jun 29, 2012 13:15 UTC",28.396837,-80.605659
642,2012-06-20 12:28:00+00:00,"SLC-41, Cape Canaveral AFS, Florida, USA",Success,OK,"Wed Jun 20, 2012 12:28 UTC",28.396837,-80.605659
643,2012-06-16 10:37:00+00:00,"Site 901 (SLS-1), Jiuquan Satellite Launch Center, China",Success,OK,"Sat Jun 16, 2012 10:37 UTC",40.96,100.298
644,2012-06-13 16:00:00+00:00,"Stargazer, Ronald Reagan Ballistic Missile Defense Test Site, Marshall Islands, USA",Success,OK,"Wed Jun 13, 2012 16:00 UTC",,
645,2012-06-01 05:22:00+00:00,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",Success,OK,"Fri Jun 01, 2012 05:22 UTC",,
646,,"Imam Khomeini Spaceport, Semnan Space Center, Iran",Failure,Atrasado,"Wed May 23, 2012",,
647,2012-05-22 07:44:00+00:00,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,OK,"Tue May 22, 2012 07:44 UTC",28.396837,-80.605659
648,2012-05-17 16:39:00+00:00,"LA-Y1, Tanegashima Space Center, Japan",Success,OK,"Thu May 17, 2012 16:39 UTC",30.401,130.976
649,2012-05-15 22:13:00+00:00,"ELA-3, Guiana Space Centre, French Guiana, France",Success,OK,"Tue May 15, 2012 22:13 UTC",,
650,2012-05-04 18:42:00+00:00,"SLC-41, Cape Canaveral AFS, Florida, USA",Success,OK,"Fri May 04, 2012 18:42 UTC",28.396837,-80.605659
651,2012-04-26 00:17:00+00:00,"First Launch Pad, Satish Dhawan Space Centre, India",Success,OK,"Thu Apr 26, 2012 00:17 UTC",,
652,,"First Launch Pad, Satish Dhawan Space Centre, India",Success,OK,"Thu Apr 26, 2012",,
653,2012-04-12 22:38:00+00:00,"Pad 1, Sohae Satellite Launching Station, North Korea",Failure,Atrasado,"Thu Apr 12, 2012 22:38 UTC",,
654,2012-04-03 23:12:00+00:00,"SLC-6, Vandenberg AFB, California, USA",Success,OK,"Tue Apr 03, 2012 23:12 UTC",34.742027,-120.572433
655,2012-03-23 04:34:00+00:00,"ELA-3, Guiana Space Centre, French Guiana, France",Success,OK,"Fri Mar 23, 2012 04:34 UTC",,
656,2012-02-24 22:15:00+00:00,"SLC-41, Cape Canaveral AFS, Florida, USA",Success,OK,"Fri Feb 24, 2012 22:15 UTC",28.396837,-80.605659
657,2012-02-13 10:00:00+00:00,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",Success,OK,"Mon Feb 13, 2012 10:00 UTC",,
658,,"Imam Khomeini Spaceport, Semnan Space Center, Iran",Success,OK,"Fri Feb 03, 2012",,
659,2012-01-20 00:38:00+00:00,"SLC-37B, Cape Canaveral AFS, Florida, USA",Success,OK,"Fri Jan 20, 2012 00:38 UTC",28.396837,-80.605659
660,2011-12-17 02:03:00+00:00,"ELS, Guiana Space Centre, French Guiana, France",Success,OK,"Sat Dec 17, 2011 02:03 UTC",,
661,2011-12-12 01:21:00+00:00,"LA-Y1, Tanegashima Space Center, Japan",Success,OK,"Mon Dec 12, 2011 01:21 UTC",30.401,130.976
662,2011-11-26 15:02:00+00:00,"SLC-41, Cape Canaveral AFS, Florida, USA",Success,OK,"Sat Nov 26, 2011 15:02 UTC",28.396837,-80.605659
663,2011-11-08 20:16:00+00:00,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",Success,OK,"Tue Nov 08, 2011 20:16 UTC",45.9647,63.305
664,2011-10-31 21:58:00+00:00,"Site 901 (SLS-1), Jiuquan Satellite Launch Center, China",Success,OK,"Mon Oct 31, 2011 21:58 UTC",40.96,100.298
665,2011-10-28 09:48:00+00:00,"SLC-2W, Vandenberg AFB, California, USA",Success,OK,"Fri Oct 28, 2011 09:48 UTC",34.742027,-120.572433
666,2011-10-21 07:30:00+00:00,"ELS, Guiana Space Centre, French Guiana, France",Success,OK,"Fri Oct 21, 2011 07:30 UTC",,
667,2011-10-12 05:31:00+00:00,"First Launch Pad, Satish Dhawan Space Centre, India",Success,OK,"Wed Oct 12, 2011 05:31 UTC",,
